playerId,playerName,team,position,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,Pass%,GAA,%
cpl::Football_Player::41f23e52e26541bca62d8378fafc1953,F. Aird,Cavalry,Defender,5,434,0,1,4,0,2,1,7,2,4,0,1,0,70.0,1.04,0
cpl::Football_Player::3369d66b5c1c44c38f4b479aed83a7e7,Roberto Alarcón,Valour,Defender,17,1160,0,3,8,0,4,3,21,28,30,0,6,0,84.0,1.16,0
cpl::Football_Player::f3ffebc2701c4e608f9f5055198c5ec9,D. Norman,Vancouver FC,Defender,21,1031,0,0,8,0,2,0,10,20,15,0,4,2,78.0,1.13,0
cpl::Football_Player::ebad96b764c947998691fc6dcd98daa5,C. Campagna,Wanderers,Defender,7,563,0,0,2,0,0,0,10,3,1,1,1,0,86.0,0.8,0
cpl::Football_Player::dbd8bd41aa5a42158cc6c3a4c952bfdf,Z. Fernandez,Valour,Defender,24,2100,0,4,3,0,2,4,31,31,51,4,6,0,76.0,1.29,0
cpl::Football_Player::29e56c09baf549469b4a5934262e3dbf,J. Ruby,Wanderers,Defender,10,795,0,0,1,0,0,0,20,3,5,0,0,0,87.0,1.02,0
cpl::Football_Player::a742bcbb546f417d9003cfe9bf5e3676,N. Higgins,York,Defender,24,2082,0,1,6,0,4,1,19,37,9,2,4,0,79.0,1.9,0
cpl::Football_Player::2765417c9ab14808ae40c91c05077259,M. Harms,Cavalry,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
cpl::Football_Player::49c115baca3047999a65b3cdefe88f4f,G. Escobar,TSS Rovers,Defender,5,200,0,0,0,0,0,0,6,3,2,0,1,0,70.0,0.0,0
cpl::Football_Player::00cb81880a254ba7957fdb6ee6eec8a8,M. Trafford,Cavalry,Defender,23,1927,1,0,5,0,1,0,4,24,7,1,7,0,89.0,1.12,0
cpl::Football_Player::ce073937285b4114bca2f2a3b658f3da,L. Singh,York,Defender,23,2012,0,0,9,0,4,0,15,32,10,0,5,2,80.0,1.79,0
cpl::Football_Player::b131e479cff24c5f99ea9187ee25f527,Eriks Santos,Wanderers,Defender,24,2028,1,1,7,0,2,1,20,13,10,0,2,0,80.0,1.38,0
cpl::Football_Player::d1f55ff48211437dbc695c82aa0f9d15,C. Loughrey,Wanderers,Defender,24,1297,0,1,3,0,0,1,11,15,8,0,5,0,74.0,1.87,0
cpl::Football_Player::aafb864d45ab43e8849d3cff096d5c07,J. Dixon,Ottawa Fury,Defender,23,1525,0,0,1,0,0,0,32,29,14,0,5,0,88.0,1.3,0
cpl::Football_Player::bf1559f63d3642679c430ff1f41355a7,G. Mukumbilwa,Pacific,Defender,18,901,0,0,0,0,0,0,20,19,14,1,3,0,85.0,0.9,0
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Vancouver FC,Defender,25,1947,1,1,6,0,4,1,46,23,38,0,5,0,83.0,1.43,0
cpl::Football_Player::f40858671e354d42ad80fd9d251afb6f,R. Rama,Forge,Defender,22,1898,0,0,6,0,2,0,35,39,31,0,10,0,82.0,0.71,0
cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9,T. Meilleur-Giguère,Wanderers,Defender,29,2355,1,0,5,0,3,0,24,18,7,2,3,0,87.0,1.07,0
cpl::Football_Player::907ea07d836b4d78a6fd1c95e7081ee6,D. Zator,Cavalry,Defender,28,2506,1,1,15,0,3,1,29,14,14,0,2,0,85.0,1.33,0
cpl::Football_Player::8a6c8e7f553849f9a237ca5dd408e66d,B. Levis,Atlético,Defender,22,1926,2,1,18,0,8,1,40,39,46,1,6,0,83.0,1.03,0
cpl::Football_Player::9872d0a42804454098f50f548fd3f290,P. Schaale,Wanderers,Defender,20,1297,0,0,14,0,4,0,12,23,2,1,5,0,82.0,1.87,0
cpl::Football_Player::44d8646a99894dd88699c278caf5e2c1,B. Bissainthe,Edmonton,Defender,21,1784,2,0,9,0,3,0,33,22,13,1,5,0,82.0,1.82,0
cpl::Football_Player::c182423a01294fc4a488163b7c07b7f4,G. Metusala,Forge,Defender,25,1588,0,1,3,0,0,1,22,18,13,0,4,0,86.0,1.02,0
cpl::Football_Player::b62c417ac638422ea0b822571917ccd3,K. Yao,Montréal,Defender,26,2275,1,2,8,0,1,2,29,27,10,0,4,0,88.0,1.19,0
cpl::Football_Player::6981001867ad42d9b6d9bfc216cfab71,D. Samuel,Forge,Defender,21,1016,0,0,2,0,0,0,10,19,30,0,1,0,87.0,1.06,0
cpl::Football_Player::9fa7232743934bf2a022c4fe6a62c1b6,J. Haynes,Valour,Defender,16,889,0,0,2,0,0,0,15,9,2,0,1,0,79.0,1.11,0
cpl::Football_Player::58c03096b6c940afacb752b030a52ad2,M. Owolabi-Belewu,Forge,Defender,21,1166,1,0,4,0,1,0,18,17,22,0,2,0,87.0,0.69,0
cpl::Football_Player::ddaa28ce30bc4ad8888405cb267a86cc,Miguel Acosta,Atlético,Defender,29,2357,1,3,2,0,2,3,58,22,20,0,4,0,82.0,1.03,0
cpl::Football_Player::dc4a336470654dfdb54ac0b100a3f40d,Sergio Camus,Atlético,Defender,11,668,0,0,4,0,1,0,4,8,5,0,3,0,89.0,1.08,0
cpl::Football_Player::c6f67d242759463b83daae21b4e090fd,Diego Espejo,Atlético,Defender,27,2349,0,0,5,0,0,0,18,30,27,0,8,0,89.0,1.0,0
cpl::Football_Player::9e824d03d70a46fe9d571a6ea8b26a28,N. Mekidèche,Wanderers,Defender,10,724,0,1,1,0,0,1,10,9,11,0,3,1,76.0,0.75,0
cpl::Football_Player::1b51a11201234c7ea6415ff935930a82,A. Baquero,Valour,Defender,25,2130,1,0,13,0,5,0,30,26,11,3,6,0,82.0,1.1,0
cpl::Football_Player::d175158deac54277b8a38375fe1383a9,J. Esparza,Valour,Defender,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,90.0,0
cpl::Football_Player::56d0b0c6af014268ba1e3a54193096e4,B. Vliet,Cavalry,Defender,21,1293,0,1,6,0,3,1,8,14,7,0,2,0,77.0,0.97,0
cpl::Football_Player::528b48f0adc7452ea0b4d13358823c87,N. Mavila,Cavalry,Defender,21,1300,0,1,3,0,0,1,20,27,12,1,5,0,72.0,1.11,0
cpl::Football_Player::b43d9617e62047d7aa28b50e96d6379b,D. Beckie,Atlético,Defender,26,1610,0,0,13,0,3,0,10,10,13,1,4,2,85.0,0.73,0
