playerId,playerName,team,position,season,role,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,AerialsWonPercentage,Pass%,GoalsConceded,GAA,Corners,GoalsFreeKick,HitWoodwork,PenaltyAttempts,PenaltiesSuccessful,YellowRedCards,Xg,Xgefficiency,TacklesWonPercentage,DuelsWonPercentage,AerialDuelsWonPercentage,CrossCompletePercentage,TotalDistanceCovered,AverageDistanceCovered,TotalDistanceCoveredWalking,AverageDistanceCoveredWalking,TotalDistanceCoveredJogging,AverageDistanceCoveredJogging,TotalDistanceCoveredLowIntensityRunning,AverageDistanceCoveredLowIntensityRunning,TotalDistanceCoveredSprinting,AverageDistanceCoveredSprinting,TotalDistanceCoveredHighIntensityRunning,AverageDistanceCoveredHighIntensityRunning,Sprints,SavesMade,TimePlayed,GkSuccessfulDistribution,PenaltiesConceded,SuccessfulLaunches,OpenPlayPasses,CornersWon,BackwardPasses,SuccessfulPassesOppositionHalf,UnsuccessfulLaunches,YellowCards,UnsuccessfulLongPasses,TotalLossesOfPossession,SuccessfulPassesOwnHalf,UnsuccessfulShortPasses,PenaltyGoalsConceded,Punches,TotalPasses,TotalFoulsConceded,SuccessfulShortPasses,GoalsConcededInsideBox,TotalUnsuccessfulPasses(ExclCrosses&Corners),RightsidePasses,KeyPasses(attemptAssists),UnsuccessfulPassesOppositionHalf,PenaltiesSaved,GoalkeeperSmother,Recoveries,Starts,Drops,UnsuccessfulPassesOwnHalf,Touches,Appearances,FoulAttemptedTackle,Catches,GroundDuels,ForwardPasses,TotalTouchesInOppositionBox,Index,DuelsWon,SuccessfulLongPasses,TotalFoulsWon,SavesMadeFromOutsideBox,SavesMade-Parried,AerialDuelsWon,Duels,TotalClearances,SavesMadeFromInsideBox,PenaltiesFaced,GamesPlayed,SavesFromPenalty,SavesMade-Caught,GkUnsuccessfulDistribution,GroundDuelsLost,LeftsidePasses,SuccessfulOpenPlayPasses,TotalSuccessfulPasses(ExclCrosses&Corners),AerialDuels,CleanSheets,DuelsLost,GroundDuelsWon,GoalsConcededOutsideBox,SubstituteOff,TotalRedCards,StraightRedCards,CrossesNotClaimed,OwnGoalScored,SuccessfulDribbles,TotalTackles,Putthrough/blockedDistribution,HandballsConceded,LastManTackle,TacklesWon,Interceptions,Putthrough/blockedDistributionWon,AerialDuelsLost,TacklesLost,ThrowInsToOwnPlayer,SubstituteOn,ShotsOffTarget(incWoodwork),TotalShots,BlockedShots,Blocks,ClearancesOffTheLine,UnsuccessfulCrossesOpenPlay,SuccessfulCrosses&Corners,ThrowInsToOppositionPlayer,SuccessfulCrossesOpenPlay,UnsuccessfulDribbles,UnsuccessfulCrosses&Corners,ThroughBalls,SuccessfulLay-offs,CornersTaken(inclShortCorners),RedCards-2ndYellow,UnsuccessfulCornersIntoBox,Assists(intentional),GoalAssists,Offsides,SuccessfulCornersIntoBox,ShotsOnTarget(IncGoals),AttemptsFromSetPieces,Goals,RightFootGoals,GoalsFromInsideBox,UnsuccessfulLay-offs,HeadedGoals,GoalsFromOutsideBox,LeftFootGoals,FoulWonPenalty,SecondGoalAssists,SetPiecesGoals,PenaltiesTaken,PenaltyGoals,OtherGoals,PenaltiesOffTarget,WinningGoal,HomeGoals,AwayGoals,TimesTackled,GoalKicks,Overruns,LastPlayerTackle,Carries,ProgressiveCarries,TotalBigChancesCreated,TotalBigChancesSaved,FinalThirdTouches,TotalBigChancesScored,TotalBigChancesMissed,GoalsOpenplay
cpl::Football_Player::0a9e81414bcf48d388274099578d7521,M. Haber,Pacific,Forward,2020,forward,9,507,2,0,14,0,8,0,0,16,9,2,1,0,55,62.0,5,0.89,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,507.0,,,,119.0,8.0,38.0,58.0,,1.0,1.0,86.0,19.0,47.0,,,124.0,16.0,75.0,5.0,48.0,26.0,5.0,56.0,,,10.0,5.0,,4.0,202.0,9.0,2.0,,32.0,41.0,35.0,10.0,47.0,1.0,9.0,,,38.0,100.0,4.0,,,9.0,,,,23.0,19.0,71.0,76.0,68.0,,53.0,9.0,,4.0,,,,,1.0,1.0,5.0,2.0,,,,2.0,30.0,1.0,,4.0,6.0,14.0,,2.0,,12.0,1.0,,1.0,3.0,12.0,,2.0,,,,,,2.0,,8.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,2.0,,,12.0,,,,,,,,,,,
cpl::Football_Player::597b3ee52baf4b08a34e62c2a682fa7f,J. Córdova,Cavalry,Forward,2020,forward,4,71,1,0,2,0,1,0,0,0,1,1,0,0,30,63.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,71.0,,,,24.0,,3.0,12.0,,,1.0,10.0,3.0,8.0,,,24.0,,14.0,,9.0,3.0,1.0,8.0,,,5.0,,,1.0,32.0,4.0,,,3.0,10.0,5.0,10.0,4.0,1.0,1.0,,,3.0,13.0,1.0,,,4.0,,,,2.0,8.0,15.0,15.0,10.0,,9.0,1.0,,,,,,,,,1.0,,,,,1.0,7.0,,,4.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,0.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::ce28065c8a3b4288ba09d3e26cc5e4fd,O.Fakunle,Cavalry,Forward,2020,forward,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,67.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7.0,,,,3.0,,1.0,1.0,,,,2.0,1.0,1.0,,,3.0,,2.0,,1.0,1.0,,,,,,,,1.0,5.0,1.0,,,,,1.0,10.0,,,,,,,,,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
cpl::Football_Player::c9180268639c4deab949baa197a52103,I. Sanoh,Wanderers,Forward,2020,forward,5,124,1,0,3,0,1,0,0,1,2,1,0,0,50,56.0,5,3.63,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,124.0,,,1.0,27.0,2.0,11.0,11.0,,,,31.0,5.0,13.0,,,29.0,1.0,15.0,4.0,13.0,9.0,1.0,13.0,,,7.0,2.0,,1.0,58.0,5.0,1.0,,10.0,6.0,5.0,10.0,9.0,1.0,2.0,,,7.0,24.0,,,,5.0,,,,8.0,3.0,14.0,16.0,14.0,,15.0,2.0,1.0,2.0,,,,,,,4.0,,,,,2.0,7.0,,1.0,3.0,2.0,3.0,1.0,,,1.0,,,,2.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,0.0,1.0,0.0,6.0,,,,,,,,,,,
cpl::Football_Player::3b722a31cec745c3be4c298eeeee5dbc,A. Marshsall,Wanderers,Forward,2020,forward,11,583,0,2,7,0,2,2,6,14,17,1,1,0,64,75.0,7,1.08,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,583.0,,,3.0,176.0,5.0,26.0,95.0,2.0,1.0,7.0,96.0,42.0,38.0,,,180.0,14.0,119.0,5.0,45.0,20.0,4.0,53.0,,,37.0,5.0,,8.0,311.0,11.0,9.0,,77.0,62.0,12.0,10.0,49.0,16.0,17.0,,,9.0,91.0,2.0,,,11.0,,,,37.0,72.0,132.0,135.0,14.0,1.0,42.0,40.0,2.0,3.0,,,,,14.0,9.0,13.0,,,6.0,4.0,9.0,5.0,3.0,3.0,6.0,5.0,7.0,1.0,1.0,,6.0,2.0,,1.0,5.0,16.0,4.0,1.0,8.0,,8.0,2.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,19.0,,,,,,,,,,,
cpl::Football_Player::91a915f684dc4b769c0cf45719f2a87e,M. Bustos,Pacific,Forward,2020,forward,10,849,5,3,19,0,11,3,3,12,35,2,3,0,66,85.0,11,1.17,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,849.0,,,,308.0,4.0,114.0,193.0,6.0,3.0,17.0,124.0,96.0,33.0,4.0,,332.0,12.0,263.0,11.0,50.0,40.0,13.0,62.0,,,53.0,10.0,,11.0,528.0,10.0,9.0,,97.0,87.0,43.0,10.0,61.0,19.0,35.0,,,6.0,106.0,1.0,,,10.0,,,,42.0,91.0,259.0,282.0,9.0,1.0,45.0,55.0,,5.0,,,,,18.0,3.0,6.0,,,3.0,4.0,2.0,3.0,,11.0,,8.0,19.0,7.0,,,13.0,7.0,1.0,6.0,11.0,23.0,2.0,4.0,11.0,,7.0,2.0,3.0,2.0,1.0,11.0,,5.0,1.0,5.0,,1.0,,3.0,,,,,,,,1.0,,,23.0,,,,,,,,,,,
cpl::Football_Player::49bd7ec1be034a33a576d28b705b3611,T. Ameobi,Edmonton,Forward,2020,forward,7,287,0,0,3,0,2,0,1,8,5,2,2,0,62,75.0,8,2.51,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,287.0,,,,74.0,2.0,24.0,31.0,1.0,2.0,1.0,35.0,26.0,19.0,,,77.0,8.0,56.0,8.0,20.0,21.0,2.0,17.0,,,12.0,3.0,,3.0,117.0,7.0,6.0,,27.0,13.0,10.0,10.0,27.0,1.0,5.0,,,17.0,54.0,2.0,,,7.0,,,,17.0,19.0,54.0,57.0,27.0,,27.0,10.0,,3.0,,,,,1.0,4.0,2.0,,,1.0,,2.0,10.0,3.0,,4.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,,,1.0,,,,0.0,,,5.0,,,,,,,,,,,
cpl::Football_Player::c8dce536cf5f4f02be8d2f7ba48e6929,A. Riggi,Wanderers,Forward,2020,forward,8,471,1,1,6,0,5,1,7,7,7,2,0,0,0,74.0,2,0.38,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,471.0,,,2.0,129.0,3.0,26.0,73.0,2.0,,4.0,67.0,26.0,31.0,,,133.0,7.0,93.0,1.0,35.0,51.0,6.0,41.0,,,22.0,6.0,,3.0,204.0,8.0,4.0,,45.0,46.0,5.0,10.0,19.0,5.0,7.0,,,,52.0,,,,8.0,,,,26.0,10.0,95.0,98.0,7.0,,33.0,19.0,1.0,6.0,,,,,2.0,10.0,3.0,,,7.0,3.0,1.0,7.0,3.0,3.0,2.0,1.0,6.0,2.0,,,7.0,1.0,,,2.0,9.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,5.0,,1.0,1.0,,,,1.0,,,,,,,,,0.0,1.0,0.0,10.0,,,,,,,,,,,
cpl::Football_Player::01e4dc8e491d40f5aa24f147fe23b6e1,Oliver Minatel,Cavalry,Forward,2020,forward,7,454,0,1,6,0,2,1,2,10,8,0,0,0,50,81.0,6,1.19,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,454.0,,,,132.0,2.0,48.0,74.0,,,3.0,50.0,42.0,25.0,,,142.0,10.0,110.0,5.0,28.0,33.0,5.0,26.0,,,19.0,6.0,,6.0,201.0,7.0,6.0,,39.0,35.0,15.0,10.0,24.0,4.0,8.0,,,8.0,55.0,2.0,,,7.0,,,,23.0,26.0,104.0,114.0,16.0,,31.0,16.0,1.0,5.0,,,,,4.0,5.0,9.0,,,2.0,,4.0,8.0,3.0,,1.0,4.0,6.0,1.0,,,4.0,2.0,,2.0,1.0,4.0,1.0,6.0,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,0.0,,,4.0,,,,,,,,,,,
cpl::Football_Player::32ac22e018504c2f98dc4d3c64e42803,J. Hernández,Scottish,Forward,2020,forward,3,102,0,0,1,0,0,0,3,5,2,2,1,0,36,82.0,3,2.65,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,102.0,,,,33.0,,6.0,21.0,,1.0,,24.0,6.0,6.0,3.0,,33.0,5.0,27.0,3.0,6.0,5.0,2.0,7.0,,,5.0,1.0,,,63.0,3.0,2.0,,20.0,14.0,4.0,10.0,10.0,,2.0,,,4.0,31.0,3.0,,,3.0,,,,14.0,8.0,27.0,27.0,11.0,,21.0,6.0,,1.0,,,,,,4.0,1.0,1.0,,3.0,,1.0,7.0,1.0,,2.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,8.0,,,,,,,,,,,
cpl::Football_Player::1b5317cdeb7f40dd8a7eccc207d46158,A. Pepple,Cavalry,Forward,2020,forward,6,67,0,0,2,0,1,0,1,2,0,1,0,0,33,77.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67.0,,,,13.0,1.0,5.0,7.0,,,,21.0,3.0,3.0,,,13.0,2.0,10.0,,3.0,,1.0,4.0,,,4.0,,,,40.0,6.0,1.0,,13.0,6.0,6.0,10.0,4.0,,,,,1.0,16.0,,,,6.0,,,,10.0,2.0,10.0,10.0,3.0,,12.0,3.0,,,,,,,1.0,2.0,1.0,,,1.0,,1.0,2.0,1.0,,6.0,1.0,2.0,1.0,,,1.0,,,,2.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,0.0,,,7.0,,,,,,,,,,,
cpl::Football_Player::55dd391822fa4ee9a317707f26e1ddc9,C. Nanco,Forge,Forward,2020,forward,5,224,2,0,3,0,3,0,3,7,2,0,0,0,0,70.0,3,1.21,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,224.0,,,,46.0,1.0,9.0,22.0,1.0,,1.0,33.0,11.0,13.0,1.0,,46.0,7.0,31.0,3.0,14.0,15.0,1.0,17.0,,,9.0,4.0,,1.0,87.0,5.0,4.0,,33.0,9.0,11.0,10.0,10.0,1.0,2.0,,,,37.0,1.0,,,5.0,,,,23.0,13.0,32.0,32.0,4.0,,27.0,10.0,,4.0,,,,,4.0,4.0,5.0,1.0,,3.0,,2.0,4.0,1.0,1.0,1.0,,3.0,1.0,,,4.0,1.0,1.0,1.0,7.0,4.0,,2.0,,,,,,,,3.0,,2.0,2.0,2.0,,,,,,,,,,,,0.0,1.0,1.0,11.0,,,,,,,,,,,
cpl::Football_Player::a0c39d4aadea4642ba22743b4c68b23a,E. Ongaro,Edmonton,Forward,2020,forward,7,480,3,0,8,0,3,0,1,4,5,2,0,0,37,77.0,9,1.69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,480.0,,,1.0,84.0,3.0,28.0,43.0,,,1.0,67.0,26.0,20.0,1.0,,89.0,4.0,66.0,7.0,21.0,22.0,5.0,23.0,,,13.0,5.0,,4.0,175.0,7.0,1.0,,38.0,14.0,24.0,10.0,26.0,2.0,5.0,,,13.0,73.0,,,,7.0,,,,25.0,25.0,64.0,68.0,35.0,,47.0,13.0,2.0,2.0,,,,,6.0,2.0,5.0,,,1.0,,3.0,22.0,1.0,1.0,2.0,5.0,8.0,2.0,,,6.0,1.0,,1.0,11.0,6.0,,3.0,,,,,,2.0,,3.0,1.0,3.0,,3.0,1.0,1.0,,2.0,,,,,,,,0.0,,,19.0,,,,,,,,,,,
cpl::Football_Player::6a7b9320483e458792ebd1f94a00baf0,C. Bent,Wanderers,Forward,2020,forward,10,500,1,0,3,0,1,0,3,9,14,5,0,0,33,63.0,6,1.08,7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,500.0,,,1.0,133.0,3.0,40.0,56.0,6.0,,11.0,98.0,32.0,41.0,1.0,,137.0,9.0,79.0,4.0,52.0,28.0,7.0,65.0,,,25.0,5.0,,7.0,243.0,10.0,8.0,,61.0,36.0,17.0,10.0,38.0,6.0,14.0,,,4.0,73.0,2.0,,,10.0,,,,27.0,33.0,82.0,85.0,12.0,,35.0,34.0,2.0,4.0,,,,,9.0,11.0,9.0,,,3.0,5.0,3.0,8.0,8.0,1.0,5.0,2.0,3.0,2.0,,,7.0,3.0,,3.0,8.0,20.0,2.0,1.0,7.0,,7.0,,,5.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,0.0,0.0,1.0,9.0,,,,,,,,,,,
cpl::Football_Player::982a96a792e04404805090a131cb95df,T. Campbell,Vancouver FC,Forward,2020,forward,10,480,1,1,10,0,3,1,4,13,3,3,0,0,30,67.0,6,1.12,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,480.0,,,,124.0,3.0,41.0,53.0,,,1.0,96.0,31.0,42.0,1.0,,127.0,13.0,79.0,6.0,43.0,28.0,4.0,44.0,,,14.0,4.0,,4.0,228.0,10.0,3.0,,54.0,26.0,25.0,10.0,22.0,5.0,3.0,,,7.0,77.0,3.0,,,10.0,,,,39.0,32.0,81.0,84.0,23.0,1.0,55.0,15.0,,2.0,,,,,7.0,5.0,8.0,1.0,,4.0,,3.0,16.0,1.0,1.0,6.0,7.0,10.0,2.0,1.0,,5.0,,,,10.0,5.0,,5.0,,,,1.0,1.0,3.0,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,26.0,,,,,,,,,,,
cpl::Football_Player::99a91175ff8e476ca86125ecab87f00b,Mo Babouli,Forge,Forward,2020,forward,10,455,1,2,5,0,4,2,3,9,8,4,0,0,31,69.0,3,0.59,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,455.0,,,,119.0,6.0,35.0,63.0,3.0,,7.0,88.0,26.0,34.0,1.0,,129.0,9.0,79.0,3.0,41.0,31.0,7.0,41.0,,,17.0,4.0,,9.0,230.0,10.0,3.0,,55.0,42.0,22.0,10.0,34.0,9.0,8.0,,,5.0,71.0,2.0,,,10.0,,,,26.0,21.0,78.0,88.0,16.0,,37.0,29.0,,4.0,,,,,16.0,5.0,13.0,2.0,,3.0,1.0,5.0,11.0,2.0,1.0,6.0,1.0,5.0,2.0,,,8.0,1.0,,1.0,10.0,9.0,,3.0,2.0,,1.0,2.0,2.0,4.0,,4.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,0.0,1.0,18.0,,,,,,,,,,,
cpl::Football_Player::56a1c426e347456e875c52b4e799f2ea,N. Pasquotti,Cavalry,Forward,2020,forward,8,537,0,0,6,0,2,0,7,6,11,2,0,0,64,77.0,5,0.84,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,537.0,,,1.0,156.0,8.0,59.0,83.0,7.0,,8.0,117.0,37.0,29.0,,,157.0,6.0,111.0,4.0,37.0,27.0,6.0,47.0,,,31.0,7.0,,7.0,318.0,8.0,5.0,,66.0,41.0,25.0,10.0,42.0,9.0,11.0,,,11.0,83.0,1.0,,,8.0,,,,35.0,30.0,119.0,120.0,17.0,2.0,41.0,31.0,1.0,4.0,,,,,14.0,7.0,11.0,1.0,,7.0,4.0,5.0,6.0,,17.0,1.0,4.0,6.0,6.0,,,17.0,,15.0,,15.0,17.0,,4.0,,,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,,0.0,,,25.0,,,,,,,,,,,
cpl::Football_Player::751e68a27d374a64b9646c08102f6daf,João Morelli,Wanderers,Forward,2020,forward,9,561,4,1,11,0,7,1,2,13,12,1,0,1,33,70.0,11,1.76,10,0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,561.0,,,,178.0,3.0,50.0,82.0,5.0,,17.0,111.0,54.0,40.0,1.0,,189.0,13.0,123.0,9.0,57.0,43.0,6.0,68.0,,,27.0,8.0,,3.0,319.0,9.0,7.0,,58.0,65.0,13.0,10.0,31.0,9.0,12.0,,,6.0,76.0,2.0,,,9.0,,,,33.0,31.0,125.0,132.0,18.0,,45.0,25.0,2.0,5.0,1.0,1.0,,,10.0,4.0,21.0,1.0,,2.0,3.0,13.0,12.0,2.0,4.0,1.0,4.0,11.0,6.0,,,1.0,4.0,,,5.0,14.0,,3.0,10.0,,6.0,1.0,1.0,1.0,4.0,7.0,2.0,4.0,3.0,4.0,1.0,,,1.0,1.0,,,2.0,2.0,,,2.0,1.0,3.0,16.0,,,,,,,,,,,
cpl::Football_Player::44fb3fb969744342bac4a9ebfa751e21,G. Wiethaeuper-Balbinotti,Ottawa Fury,Forward,2020,forward,6,203,0,0,5,0,1,0,2,8,3,3,1,0,28,62.0,3,1.33,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,203.0,,,,30.0,3.0,10.0,13.0,1.0,1.0,2.0,26.0,9.0,12.0,,,36.0,8.0,20.0,3.0,14.0,7.0,,11.0,,,3.0,3.0,,3.0,66.0,6.0,6.0,,21.0,10.0,9.0,10.0,10.0,2.0,3.0,,,4.0,35.0,1.0,,,6.0,,,,15.0,9.0,17.0,22.0,14.0,,25.0,6.0,,3.0,,,,,2.0,2.0,2.0,,,2.0,1.0,2.0,10.0,,,3.0,4.0,5.0,,,,,,,,1.0,,,1.0,,,,,,3.0,,1.0,,,,,2.0,,,,,,,,,,,0.0,0.0,0.0,7.0,,,,,,,,,,,
cpl::Football_Player::c45fe355ff194e53bcb0907c5b08814c,J. Kotsopoulos,Forge,Forward,2020,forward,1,28,0,0,0,0,0,0,2,0,0,0,0,0,100,58.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28.0,,,,7.0,,3.0,2.0,,,,4.0,2.0,3.0,,,7.0,,4.0,,3.0,3.0,,2.0,,,1.0,,,1.0,11.0,1.0,,,3.0,,2.0,10.0,3.0,,,,,1.0,4.0,,,,1.0,,,,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,,,,,,,,2.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::2a2dcc3d5b52458b87405d47509cd686,M. Zajac,Forge,Forward,2020,forward,4,237,0,0,3,0,1,0,4,6,5,2,2,0,33,80.0,4,1.52,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,237.0,,,,57.0,,22.0,31.0,1.0,2.0,2.0,35.0,16.0,10.0,,,59.0,6.0,44.0,4.0,12.0,10.0,,11.0,,,13.0,4.0,,5.0,122.0,4.0,2.0,,39.0,17.0,10.0,10.0,17.0,3.0,5.0,,,3.0,48.0,1.0,,,4.0,,,,25.0,10.0,45.0,47.0,9.0,,31.0,14.0,,4.0,,,,,3.0,6.0,8.0,,,4.0,5.0,5.0,6.0,2.0,1.0,,2.0,3.0,2.0,1.0,,4.0,,,,1.0,4.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,14.0,,,,,,,,,,,
cpl::Football_Player::06a7cbbdbcac4641ac0ddc55b4c05117,M. Dyer,Vancouver FC,Forward,2020,forward,6,272,1,0,8,0,2,0,3,10,12,2,0,0,66,81.0,2,0.66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,272.0,,,,69.0,2.0,14.0,43.0,,,4.0,37.0,15.0,10.0,,,72.0,10.0,51.0,2.0,14.0,18.0,3.0,15.0,,,10.0,3.0,,2.0,135.0,6.0,6.0,,40.0,22.0,12.0,10.0,27.0,7.0,12.0,,,4.0,46.0,2.0,,,6.0,,,,17.0,18.0,55.0,58.0,6.0,,19.0,23.0,,2.0,,,,,8.0,4.0,2.0,1.0,,3.0,3.0,1.0,2.0,1.0,,3.0,6.0,8.0,,,,3.0,,1.0,,4.0,3.0,,1.0,,,,,,2.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,0.0,,,9.0,,,,,,,,,,,
cpl::Football_Player::48e58b3fa72f4f24ab03510e47ad2e6b,D. Fordyce,Valour,Forward,2020,forward,5,164,1,0,4,0,3,0,0,5,3,1,0,0,11,63.0,5,2.74,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,164.0,,,,41.0,1.0,15.0,16.0,1.0,,4.0,21.0,11.0,12.0,1.0,,43.0,5.0,27.0,5.0,16.0,8.0,,14.0,,,3.0,2.0,,3.0,64.0,5.0,1.0,,12.0,11.0,5.0,10.0,8.0,,3.0,,,1.0,21.0,1.0,,,5.0,,,,5.0,9.0,25.0,27.0,9.0,,13.0,7.0,,2.0,,,,,2.0,2.0,3.0,,,,1.0,2.0,8.0,2.0,1.0,3.0,1.0,4.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,0.0,,,1.0,,,,,,,,,,,
cpl::Football_Player::ba843603344f42e9b03b3fd297b2da9d,Álvaro Rivero,York,Forward,2020,forward,7,359,1,0,5,0,2,0,0,5,10,0,0,0,0,88.0,6,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,359.0,,,,47.0,,27.0,32.0,,,,28.0,16.0,7.0,,,55.0,5.0,47.0,6.0,7.0,11.0,1.0,4.0,,,5.0,5.0,,3.0,103.0,7.0,2.0,,29.0,6.0,11.0,10.0,13.0,1.0,10.0,,,,33.0,1.0,,,7.0,,,,16.0,11.0,41.0,48.0,4.0,,20.0,13.0,,5.0,,,,,2.0,1.0,1.0,,,,,1.0,4.0,1.0,,2.0,3.0,5.0,1.0,,,,,,,3.0,,,2.0,,,,,,,,2.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,0.0,,,11.0,,,,,,,,,,,
cpl::Football_Player::cd1e9f98817545a8904ffd9556963f44,A. Díaz,Vancouver FC,Forward,2020,forward,10,609,3,2,13,0,8,2,1,4,5,3,0,0,50,70.0,11,1.63,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,609.0,,,1.0,156.0,6.0,54.0,82.0,,,8.0,90.0,39.0,44.0,4.0,,171.0,4.0,114.0,11.0,52.0,40.0,5.0,51.0,,,19.0,7.0,,7.0,260.0,10.0,1.0,,29.0,51.0,25.0,10.0,22.0,5.0,5.0,,,9.0,47.0,,,,10.0,,,,16.0,26.0,104.0,119.0,18.0,,25.0,13.0,,4.0,,,,,6.0,2.0,10.0,1.0,,1.0,4.0,6.0,9.0,1.0,,3.0,5.0,13.0,6.0,,,6.0,2.0,,2.0,4.0,6.0,,10.0,,,,2.0,2.0,3.0,,8.0,1.0,3.0,2.0,3.0,1.0,,,1.0,,,,,,,,2.0,,,12.0,,,,,,,,,,,
