playerId,playerName,team,position,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,Pass%,GAA,%,season,role,G_per_game,A_per_game,S_per_game,SOT_per_game,KP_per_game,Minutes_per_game
cpl::Football_Player::23c92ceb8bee415a886f16e93c507c65,M. Carducci,Cavalry,Goalkeeper,29,2610,0,1,0,1,0,1,1,1,4,0,1,0,75.0,0.93,100.0,2024,goalkeeper,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,90.0
cpl::Football_Player::d3eccdc138364416ab9dd2b141d41e76,J. Holliday,Cavalry,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::3c3ac97f7b7447d6927f896cea388d2e,Y. Fillion,Wanderers,Goalkeeper,24,2160,0,0,0,0,0,0,0,1,3,0,9,0,73.0,1.5,100.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::a86a1a3737bc4895b1340dc348ae5b09,S. Melvin,Pacific,Goalkeeper,7,609,0,0,0,0,0,0,0,0,0,0,0,0,73.0,1.48,100.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,87.0
cpl::Football_Player::d7a3107cbc0c426399a5c65c18e39d14,N. Giantsopoulos,Vancouver FC,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::ed004eacaca144bda4943965af890853,E. Gazdov,Montréal,Goalkeeper,21,1729,0,0,0,0,0,0,0,1,3,0,3,1,64.0,0.94,88.89,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,82.33333333333333
cpl::Football_Player::ed6b655ed6bb4c7baedb0fe8fc42495d,C. Irving,Vancouver FC,Goalkeeper,28,2520,0,0,0,0,0,0,0,0,2,0,1,0,63.0,1.54,87.5,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::3023352676954b56b16a0f7ca64bd877,D. Zadravec,Pacific,Goalkeeper,3,270,0,0,0,0,0,0,0,0,0,0,0,0,80.0,2.0,100.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::d65b644d608b40dbb79ba6a0fb08d7f1,A. Rushenas,Wanderers,Goalkeeper,4,360,0,0,0,0,0,0,0,0,1,0,0,0,79.0,1.75,0.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::bf9d7c043957457e9e346f393e66152f,T. Vincensini,York,Goalkeeper,30,2730,0,0,1,0,0,0,2,1,3,0,4,0,76.0,1.25,100.0,2024,goalkeeper,0.0,0.0,0.03333333333333333,0.0,0.0,91.0
cpl::Football_Player::0a71cc5786ac4cb6a42caa6d849c2129,C. Kalongo,Forge,Goalkeeper,14,1260,0,0,0,0,0,0,0,0,5,0,1,0,77.0,1.29,83.33,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::655a241e039a4965b7f38990c3f8d981,E. Himaras,Valour,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::364352c812a14e868234e4883c9bd4e0,N. Ingham,Atlético,Goalkeeper,22,2010,0,0,1,0,1,0,0,0,1,0,2,0,75.0,1.07,100.0,2024,goalkeeper,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,91.36363636363636
cpl::Football_Player::72e65d5165df41d198c80f48acb6e327,D. Murasiranwa,Valour,Goalkeeper,3,234,0,0,0,0,0,0,0,0,1,0,1,0,60.0,1.54,100.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,78.0
cpl::Football_Player::95c5a896975b488cb559f52bde46d3d4,R. Yesli,Wanderers,Goalkeeper,8,720,0,0,0,0,0,0,0,0,0,0,2,0,76.0,1.25,100.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::d4b7a9bbb2bb49f89ab93024813fb926,J. Viscosi,Valour,Goalkeeper,26,2286,0,0,0,0,0,0,0,5,2,0,4,0,57.0,1.5,87.5,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,87.92307692307692
cpl::Football_Player::0b10dc469e84486cbf18d636e3bc635e,J. Koleilat,Forge,Goalkeeper,17,1530,0,0,0,0,0,0,0,0,3,0,1,0,81.0,0.94,87.5,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::3fe556ac24fd4748b30189a2bc007f20,D. Bontis,Forge,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::9c2fb41ece0d4ac7902f5799c23556f4,M. Williams,York,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0.0,2024,goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::41f23e52e26541bca62d8378fafc1953,F. Aird,Cavalry,Defender,28,2178,3,4,12,7,9,4,23,28,7,2,4,0,83.0,0.99,41.67,2024,defender,0.10714285714285714,0.14285714285714285,0.42857142857142855,0.32142857142857145,0.14285714285714285,77.78571428571429
cpl::Football_Player::2765417c9ab14808ae40c91c05077259,M. Harms,Cavalry,Defender,5,271,0,0,1,0,1,0,3,1,2,0,0,0,85.0,0.33,66.67,2024,defender,0.0,0.0,0.2,0.2,0.0,54.2
cpl::Football_Player::2dd1997d40764eb08c0b5287219a3269,B. Kamdem,Cavalry,Defender,21,1739,1,3,10,4,1,3,22,18,22,1,6,0,81.0,1.14,56.41,2024,defender,0.047619047619047616,0.14285714285714285,0.47619047619047616,0.047619047619047616,0.14285714285714285,82.80952380952381
cpl::Football_Player::aaacbf86bfeb43ef894d906fd5aa7bdb,J. Alphonse,Wanderers,Defender,17,796,0,0,3,0,0,0,13,9,7,0,4,0,90.0,1.7,58.33,2024,defender,0.0,0.0,0.17647058823529413,0.0,0.0,46.8235294117647
cpl::Football_Player::9e824d03d70a46fe9d571a6ea8b26a28,N. Mekidèche,Wanderers,Defender,7,630,2,0,8,2,5,0,7,7,7,2,2,0,87.0,1.14,57.14,2024,defender,0.2857142857142857,0.0,1.1428571428571428,0.7142857142857143,0.0,90.0
cpl::Football_Player::24a77d6eb2fd4d2d875f2d3fbab2679b,R. Ferrazzo,York,Defender,20,817,2,1,11,3,6,1,19,18,20,3,1,0,77.0,1.54,50.0,2024,defender,0.1,0.05,0.55,0.3,0.05,40.85
cpl::Football_Player::6aa006d1cfcb4e3c92a2de560fa893f6,C. Montgomery,Cavalry,Defender,23,1306,1,0,8,1,3,0,10,10,7,1,1,0,84.0,1.1,78.79,2024,defender,0.043478260869565216,0.0,0.34782608695652173,0.13043478260869565,0.0,56.78260869565217
cpl::Football_Player::a22a6c20e107412398d843c4ab034577,R. Romeo,Valour,Defender,23,2025,2,0,9,2,4,0,11,19,5,2,5,0,85.0,1.6,58.02,2024,defender,0.08695652173913043,0.0,0.391304347826087,0.17391304347826086,0.0,88.04347826086956
cpl::Football_Player::04974dd93657419b8440025eca4e2ef0,T. Field,Cavalry,Defender,21,1613,0,0,4,0,1,0,41,18,3,0,3,0,87.0,0.78,42.86,2024,defender,0.0,0.0,0.19047619047619047,0.047619047619047616,0.0,76.80952380952381
cpl::Football_Player::c314ef65be194ced895c50a72967def8,D. Klomp,Cavalry,Defender,29,2610,6,1,31,7,11,1,21,30,11,0,7,0,87.0,0.97,66.67,2024,defender,0.20689655172413793,0.034482758620689655,1.0689655172413792,0.3793103448275862,0.034482758620689655,90.0
cpl::Football_Player::c985b08f36864c8a982efe437d5a2fe6,D. Mavakala,Wanderers,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,2024,defender,0.0,0.0,0.0,0.0,0.0,0.0
cpl::Football_Player::4da84a61c12443e48f9c5d0dd8f2f3ae,K. Dada-Luke,Vancouver FC,Defender,27,2201,0,1,1,1,1,1,49,16,48,1,2,0,80.0,1.39,47.37,2024,defender,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,81.51851851851852
cpl::Football_Player::360a1cff07aa439cb939b0d0d222b08c,J. Dunn,Wanderers,Defender,10,835,0,0,4,0,1,0,8,5,0,0,1,0,87.0,1.62,74.07,2024,defender,0.0,0.0,0.4,0.1,0.0,83.5
cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9,T. Meilleur-Giguère,Wanderers,Defender,28,2432,3,0,10,3,4,0,13,12,10,1,3,0,85.0,1.26,71.96,2024,defender,0.10714285714285714,0.0,0.35714285714285715,0.14285714285714285,0.0,86.85714285714286
cpl::Football_Player::d1f55ff48211437dbc695c82aa0f9d15,C. Loughrey,Wanderers,Defender,17,1247,1,0,8,1,3,0,12,11,7,0,1,1,86.0,1.52,59.46,2024,defender,0.058823529411764705,0.0,0.47058823529411764,0.17647058823529413,0.0,73.3529411764706
cpl::Football_Player::fb189b88380942cc9861e75621409177,J. Cameron,Vancouver FC,Defender,17,1146,0,0,4,0,0,0,32,29,18,1,4,1,78.0,1.18,47.37,2024,defender,0.0,0.0,0.23529411764705882,0.0,0.0,67.41176470588235
cpl::Football_Player::dbd8bd41aa5a42158cc6c3a4c952bfdf,Z. Fernandez,Valour,Defender,25,1941,2,1,13,3,7,1,39,29,56,3,7,1,85.0,1.58,51.22,2024,defender,0.08,0.04,0.52,0.28,0.04,77.64
cpl::Football_Player::3ebb1a23b8bf4400bf5519f616825cad,K. Sow,Wanderers,Defender,1,28,0,0,0,0,0,0,0,0,0,0,0,0,95.0,0.0,0.0,2024,defender,0.0,0.0,0.0,0.0,0.0,28.0
cpl::Football_Player::91a17f348e28482898c8dbc5480ad503,P. Amedume,Pacific,Defender,11,587,0,0,0,0,0,0,7,3,6,1,0,0,89.0,1.07,53.33,2024,defender,0.0,0.0,0.0,0.0,0.0,53.36363636363637
