playerName,season,team,position,role,GamesPlayed,Minutes,Goals,Assists,Shots,GoalInvolvements,ShotsOnTarget,KeyPasses,Tackles,FoulsCommitted,FoulsSuffered,Offsides,YellowCards,RedCards,PassPct,GAA,SavePct,G_per_game,A_per_game,S_per_game,SOT_per_game,KP_per_game,Minutes_per_game,playerId
M. Kapor,2020,Atlético,Defender,defender,6,495,0,0,0,0,0,0,1,8,4,0,1,1,87.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,82.5,cpl::Football_Player::a75ac9bdd7fe4c87bd657f07db89d6e2
M. Kourouma,2020,Wanderers,Forward,forward,7,617,1,0,11,0,6,0,7,12,12,0,1,0,78.0,1.6,0.0,0.14285714285714285,0.0,1.5714285714285714,0.8571428571428571,0.0,88.14285714285714,cpl::Football_Player::0e88e595803f478f818bcdc64bd36b6d
M. Mohsen,2020,Forge,Defender,defender,3,208,0,0,0,0,0,0,4,0,10,1,0,0,84.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,69.33333333333333,cpl::Football_Player::0437038bc2254a4a93d8d74d4278c768
M. Petrasso,2020,Montréal,Forward,forward,3,130,0,0,5,0,1,0,0,1,3,0,0,0,85.0,0.69,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,0.0,43.333333333333336,cpl::Football_Player::fba3134832e445b5824410919421b981
M. Restrepo,2020,Wanderers,Defender,defender,10,626,0,0,0,0,0,0,21,14,5,0,1,0,70.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,62.6,cpl::Football_Player::6085b5eefe2b42e6810a6fd5a6b07c43
M. Shaw,2020,Cavalry,Forward,forward,7,595,2,1,12,0,6,1,3,17,19,5,0,0,81.0,1.51,0.0,0.2857142857142857,0.14285714285714285,1.7142857142857142,0.8571428571428571,0.14285714285714285,85.0,cpl::Football_Player::3a8819a7f06c45a38e951d42d8743025
M. Silva,2020,York,Goalkeeper,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpl::Football_Player::c838c44902a6469485723a328e0d5531
M. Temguia,2020,Edmonton,Defender,defender,5,450,0,0,3,0,1,0,10,13,7,0,0,0,85.0,2.2,0.0,0.0,0.0,0.6,0.2,0.0,90.0,cpl::Football_Player::d1f7a45d1b0d48fa84ac505abc9a8a91
M. Tissot,2020,Atlético,Defender,defender,11,394,1,2,5,0,3,2,5,4,4,1,1,0,75.0,0.91,0.0,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.18181818181818182,35.81818181818182,cpl::Football_Player::88981199ee1c47cbb911a6b22266e324
M. Trafford,2020,Cavalry,Defender,defender,8,720,0,0,2,0,1,0,8,8,5,0,0,0,86.0,1.0,0.0,0.0,0.0,0.25,0.125,0.0,90.0,cpl::Football_Player::00cb81880a254ba7957fdb6ee6eec8a8
M. Village,2020,Pacific,Goalkeeper,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpl::Football_Player::16b384ec036b4bccb9be3e98bf2b8088
M. Zajac,2020,Forge,Forward,forward,4,237,0,0,3,0,1,0,4,6,5,2,2,0,80.0,1.52,0.0,0.0,0.0,0.75,0.25,0.0,59.25,cpl::Football_Player::2a2dcc3d5b52458b87405d47509cd686
M. de Brienne,2020,Atlético,Defender,defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpl::Football_Player::7b0f6d51a0774b0691b240a3a96bc0ee
M. de Jong,2020,Whitecaps,Defender,defender,7,442,0,0,6,0,2,0,9,3,4,0,0,0,73.0,1.22,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,0.0,63.142857142857146,cpl::Football_Player::79d4e376b2c74a5fbcb22b655feaae51
Matthew Baldisimo,2020,York,Midfielder,midfielder,10,875,0,1,6,0,2,1,18,16,11,0,1,0,81.0,1.23,0.0,0.0,0.1,0.6,0.2,0.1,87.5,cpl::Football_Player::82ff8e880ba54f74a34fe1f8165f3b46
Mo Babouli,2020,Forge,Forward,forward,10,455,1,2,5,0,4,2,3,9,8,4,0,0,69.0,0.59,0.0,0.1,0.2,0.5,0.4,0.2,45.5,cpl::Football_Player::99a91175ff8e476ca86125ecab87f00b
N. Giantsopoulos,2020,Vancouver FC,Goalkeeper,goalkeeper,1,90,0,0,0,0,0,0,0,0,0,0,0,0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,cpl::Football_Player::d7a3107cbc0c426399a5c65c18e39d14
N. Ingham,2020,Atlético,Goalkeeper,goalkeeper,6,540,0,0,0,0,0,0,0,0,1,0,0,0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,cpl::Football_Player::364352c812a14e868234e4883c9bd4e0
N. Ledgerwood,2020,Cavalry,Midfielder,midfielder,7,411,1,1,4,0,2,1,7,13,10,0,1,0,72.0,1.09,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.14285714285714285,58.714285714285715,cpl::Football_Player::3f9fd29f429f4cf7838256806a93e993
N. Mavila,2020,Cavalry,Defender,defender,9,709,3,1,10,0,6,1,6,21,11,0,1,0,73.0,1.14,0.0,0.3333333333333333,0.1111111111111111,1.1111111111111112,0.6666666666666666,0.1111111111111111,78.77777777777777,cpl::Football_Player::528b48f0adc7452ea0b4d13358823c87
N. Pasquotti,2020,Cavalry,Forward,forward,8,537,0,0,6,0,2,0,7,6,11,2,0,0,77.0,0.84,0.0,0.0,0.0,0.75,0.25,0.0,67.125,cpl::Football_Player::56a1c426e347456e875c52b4e799f2ea
N. Verhoeven,2020,Atlético,Midfielder,midfielder,3,173,0,0,2,0,2,0,3,2,1,2,0,0,74.0,1.56,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,57.666666666666664,cpl::Football_Player::0193e9b2803b43938a676ad9232cede8
N. Wirth,2020,Pacific,Goalkeeper,goalkeeper,4,360,0,0,0,0,0,0,0,1,3,0,0,0,73.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,90.0,cpl::Football_Player::0665c6ea0ce84bd49b9ebba2cf80c8e2
Nacho Zabal,2020,Atlético,Goalkeeper,goalkeeper,7,630,0,0,0,0,0,0,0,0,1,0,0,0,63.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,90.0,cpl::Football_Player::7c327d61caf549ff8299ec42bacce566
O. Kreim,2020,Blainville,Midfielder,midfielder,10,372,1,0,1,0,1,0,7,3,11,0,0,0,77.0,2.42,0.0,0.1,0.0,0.1,0.1,0.0,37.2,cpl::Football_Player::bab7421be1524ee7869d7eb277c88bb8
O.Fakunle,2020,Cavalry,Forward,forward,1,7,0,0,1,0,0,0,0,0,0,0,0,0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,cpl::Football_Player::ce28065c8a3b4288ba09d3e26cc5e4fd
Oliver Minatel,2020,Cavalry,Forward,forward,7,454,0,1,6,0,2,1,2,10,8,0,0,0,81.0,1.19,0.0,0.0,0.14285714285714285,0.8571428571428571,0.2857142857142857,0.14285714285714285,64.85714285714286,cpl::Football_Player::01e4dc8e491d40f5aa24f147fe23b6e1
P. Sabak,2020,Forge,Forward,forward,11,752,2,2,11,0,3,2,4,14,21,1,1,0,78.0,0.72,0.0,0.18181818181818182,0.18181818181818182,1.0,0.2727272727272727,0.18181818181818182,68.36363636363636,cpl::Football_Player::b65c33938a67445fa2637462ffcf71e2
P. Schaale,2020,Wanderers,Defender,defender,10,900,0,0,3,0,0,0,11,9,4,0,3,0,70.0,1.1,0.0,0.0,0.0,0.3,0.0,0.0,90.0,cpl::Football_Player::9872d0a42804454098f50f548fd3f290
R. Boskovic,2020,Ottawa Fury,Defender,defender,6,479,0,0,3,0,0,0,4,7,4,1,2,0,81.0,0.94,0.0,0.0,0.0,0.5,0.0,0.0,79.83333333333333,cpl::Football_Player::859df54960ef45ef98a04d967baa8d96
R. Garcia,2020,Valour,Defender,defender,1,26,0,0,1,0,1,0,0,0,0,0,0,0,100.0,3.46,0.0,0.0,0.0,1.0,1.0,0.0,26.0,cpl::Football_Player::692d080cedb84a6cb1424836cc8e6daf
R. Gomes,2020,Atlético,Goalkeeper,goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cpl::Football_Player::6157ad2ed4f14fa1a4a7327dbeed8aba
R. Telfer,2020,Wanderers,Forward,forward,7,620,0,0,14,0,7,0,7,10,15,2,3,0,73.0,0.87,0.0,0.0,0.0,2.0,1.0,0.0,88.57142857142857,cpl::Football_Player::3a40cda943824387943792e6a62fee0f
R. Thompson,2020,York,Defender,defender,7,630,0,0,2,0,0,0,4,5,2,0,0,0,77.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,90.0,cpl::Football_Player::ebfeb9e972964148846658f57142a247
S. Antwi,2020,Valour,Forward,forward,4,80,0,0,1,0,0,0,3,3,1,0,0,0,75.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,20.0,cpl::Football_Player::636928fc1d194bd798a9ac73f086a9ba
S. Camargo,2020,Cavalry,Midfielder,midfielder,2,130,1,0,3,0,1,0,0,1,1,1,1,0,80.0,1.38,0.0,0.5,0.0,1.5,0.5,0.0,65.0,cpl::Football_Player::9a6571b3737143b79989244b08fbd50d
S. Cebara,2020,Valour,Defender,defender,6,458,0,0,2,0,1,0,6,6,5,0,1,0,79.0,1.38,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,76.33333333333333,cpl::Football_Player::9743204ff22741e9958a22019e709346
S. Firth,2020,Wanderers,Midfielder,midfielder,2,98,0,0,0,0,0,0,1,0,3,0,0,0,87.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,49.0,cpl::Football_Player::f77e3806065040479a624ed8a41a3971
S. Hundal,2020,Valour,Forward,forward,6,232,0,2,4,0,4,2,0,7,0,3,1,0,77.0,1.55,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,38.666666666666664,cpl::Football_Player::9577790c0cf54495843d303127992c4d
S. Young,2020,Pacific,Midfielder,midfielder,9,462,0,0,2,0,1,0,7,12,5,1,1,0,83.0,0.97,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,51.333333333333336,cpl::Football_Player::03b82a7bcff7496e991befe586fcc2c9
Son Yong-Chan,2020,Edmonton,Midfielder,midfielder,4,303,0,0,0,0,0,0,2,8,3,0,0,0,83.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,75.75,cpl::Football_Player::dd4f4492d8c24742a0221478a33737d8
Soria,2020,Edmonton,Midfielder,midfielder,7,630,0,0,1,0,0,0,5,7,4,2,1,0,82.0,2.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,90.0,cpl::Football_Player::c3a357530ca345ee801114eea7ffc636
T. Ameobi,2020,Edmonton,Forward,forward,7,287,0,0,3,0,2,0,1,8,5,2,2,0,75.0,2.51,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,41.0,cpl::Football_Player::49bd7ec1be034a33a576d28b705b3611
T. Campbell,2020,Vancouver FC,Forward,forward,10,480,1,1,10,0,3,1,4,13,3,3,0,0,67.0,1.12,0.0,0.1,0.1,1.0,0.3,0.1,48.0,cpl::Football_Player::982a96a792e04404805090a131cb95df
T. Henry,2020,Forge,Goalkeeper,goalkeeper,10,900,0,0,0,0,0,0,0,0,6,0,0,0,85.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,90.0,cpl::Football_Player::7c054612559b45f2a7ef690616b61862
T. Meilleur-Giguère,2020,Wanderers,Defender,defender,10,900,0,0,2,0,2,0,3,5,1,1,1,0,87.0,1.3,0.0,0.0,0.0,0.2,0.2,0.0,90.0,cpl::Football_Player::d46e06f14e0d47e58d6f5f00e1eabfa9
T. Mohammed,2020,York,Defender,defender,5,303,0,1,1,0,0,1,10,9,8,0,1,1,77.0,2.08,0.0,0.0,0.2,0.2,0.0,0.2,60.6,cpl::Football_Player::fc30920bb1964b1abda3a2fa7dbe8fd6
V. Neufville,2020,Atlético,Defender,defender,5,241,0,1,0,0,0,1,1,9,6,1,0,1,63.0,1.12,0.0,0.0,0.2,0.0,0.0,0.2,48.2,cpl::Football_Player::5a3736a2d77f4ba6b4815db18ecee270
Viti Martínez,2020,Atlético,Midfielder,midfielder,6,540,1,0,7,0,4,0,7,12,5,0,2,0,79.0,1.67,0.0,0.16666666666666666,0.0,1.1666666666666667,0.6666666666666666,0.0,90.0,cpl::Football_Player::b38a140a30ab499ba3bc6aa4ad4d07a1
Víctor Blasco,2020,Pacific,Forward,forward,10,644,2,2,11,0,3,2,11,12,14,3,2,0,75.0,0.98,0.0,0.2,0.2,1.1,0.3,0.2,64.4,cpl::Football_Player::52ee822ec2ea43bc844f27d96e16334b
W. Murofushi,2020,York,Midfielder,midfielder,7,329,0,0,2,0,0,0,4,8,10,0,0,0,89.0,0.27,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,47.0,cpl::Football_Player::0e6d9987204441a9a9d05ed9f620ce78
Y. Le Bourhis,2020,Valour,Defender,defender,1,90,1,0,2,0,2,0,0,2,0,0,0,0,75.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,90.0,cpl::Football_Player::fd03514f423c4cf7b7ff6fc6b9d2536d
Z. Verhoven,2020,Vancouver FC,Midfielder,midfielder,9,308,1,1,4,0,2,1,5,16,4,1,1,0,78.0,1.46,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,34.22222222222222,cpl::Football_Player::88ac022bf06149f1be2ce2ab7f3c087c
Álvaro Rivero,2020,York,Forward,forward,7,359,1,0,5,0,2,0,0,5,10,0,0,0,88.0,1.5,0.0,0.14285714285714285,0.0,0.7142857142857143,0.2857142857142857,0.0,51.285714285714285,cpl::Football_Player::ba843603344f42e9b03b3fd297b2da9d
