playerId,playerName,team,position,GP,Mins,G,A,S,GI,SOT,KP,Tackles,FC,FS,OFF,YC,RC,Pass%,GAA,%,season,role,G_per_game,A_per_game,S_per_game,SOT_per_game,KP_per_game,Minutes_per_game
cpl::Football_Player::33b0cf3a477d454f96fe4f14c3b6125c,A. Achinioti-Jönsson,Forge,Midfielder,30,2700,1,0,8,0,3,0,32,24,50,0,1,0,92.0,0.9,0.0,2022,midfielder,0.03333333333333333,0.0,0.26666666666666666,0.1,0.0,90.0
cpl::Football_Player::1b51a11201234c7ea6415ff935930a82,A. Baquero,Valour,Defender,25,2130,1,0,13,0,5,0,30,26,11,3,6,0,82.0,1.1,0.0,2022,defender,0.04,0.0,0.52,0.2,0.0,85.2
cpl::Football_Player::6f78048ef6fe4d51aa66aa87e5fbf0c5,A. Daniels,Pacific,Midfielder,21,1298,1,0,21,0,11,0,16,10,12,2,1,0,83.0,1.66,0.0,2022,midfielder,0.047619047619047616,0.0,1.0,0.5238095238095238,0.0,61.80952380952381
cpl::Football_Player::c413f9ab15ee494581fcc06bba6806ff,A. De Rosario,Toronto,Goalkeeper,1,90,0,0,0,0,0,0,0,0,0,0,0,0,58.0,1.0,0.0,2022,goalkeeper,0.0,0.0,0.0,0.0,0.0,90.0
cpl::Football_Player::4a3790eed104423781b21001cbce69e9,A. García,Wanderers,Forward,13,689,4,0,13,0,8,0,3,18,5,6,1,0,81.0,1.44,0.0,2022,forward,0.3076923076923077,0.0,1.0,0.6153846153846154,0.0,53.0
cpl::Football_Player::6f0bf504d0ed4e47b885d8b0f7634541,A. González,Edmonton,Midfielder,23,1307,3,2,22,0,10,2,7,11,21,9,2,0,80.0,1.45,0.0,2022,midfielder,0.13043478260869565,0.08695652173913043,0.9565217391304348,0.43478260869565216,0.08695652173913043,56.82608695652174
cpl::Football_Player::6a778700603244eeabcce04c59c6ccc0,A. Hojabrpour,Forge,Midfielder,29,2346,3,2,10,0,3,2,30,20,22,1,5,0,88.0,0.92,0.0,2022,midfielder,0.10344827586206896,0.06896551724137931,0.3448275862068966,0.10344827586206896,0.06896551724137931,80.89655172413794
cpl::Football_Player::d29736b5baf24409acfa96d3a52436e1,A. Jean-Baptiste,Valour,Defender,18,1448,1,1,12,0,2,1,15,9,8,0,2,0,84.0,1.18,0.0,2022,defender,0.05555555555555555,0.05555555555555555,0.6666666666666666,0.1111111111111111,0.05555555555555555,80.44444444444444
cpl::Football_Player::3b722a31cec745c3be4c298eeeee5dbc,A. Marshsall,Wanderers,Forward,18,709,0,0,11,0,4,0,11,11,11,0,0,0,76.0,1.52,0.0,2022,forward,0.0,0.0,0.6111111111111112,0.2222222222222222,0.0,39.388888888888886
cpl::Football_Player::0befb14e30044eb69e2a867b374b63bb,A. Morgan,Toronto,Defender,23,1571,1,1,3,0,1,1,12,21,15,2,3,0,77.0,0.86,0.0,2022,defender,0.043478260869565216,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,68.30434782608695
